ticker,date,close,volume
VN30,2013-08-09,552.27,10375750.0
VN30,2013-08-12,550.07,14118722.0
VN30,2013-08-13,550.36,12511780.0
VN30,2013-08-14,554.34,12408809.0
VN30,2013-08-15,559.07,21892450.0
VN30,2013-08-16,559.16,19636120.0
VN30,2013-08-19,561.62,23883480.0
VN30,2013-08-20,557.52,26940510.0
VN30,2013-08-21,555.93,18309800.0
VN30,2013-08-22,549.54,20514444.0
VN30,2013-08-23,542.08,23337010.0
VN30,2013-08-26,543.38,17687710.0
VN30,2013-08-27,539.97,9998540.0
VN30,2013-08-28,528.62,29124195.0
VN30,2013-08-29,523.51,19472740.0
VN30,2013-08-30,531.23,15889440.0
VN30,2013-09-03,527.92,12601259.0
VN30,2013-09-04,525.66,42213170.0
VN30,2013-09-05,531.71,21258020.0
VN30,2013-09-06,534.8,25969759.0
VN30,2013-09-09,524.17,25075830.0
VN30,2013-09-10,530.19,10040240.0
VN30,2013-09-11,531.91,12976670.0
VN30,2013-09-12,531.17,15056402.0
VN30,2013-09-13,531.21,12441240.0
VN30,2013-09-16,531.99,17895800.0
VN30,2013-09-17,535.8,15057260.0
VN30,2013-09-18,531.63,16672933.0
VN30,2013-09-19,533.83,16656614.0
VN30,2013-09-20,537.57,63627980.0
VN30,2013-09-23,540.25,16804300.0
VN30,2013-09-24,543.23,49444302.0
VN30,2013-09-25,545.83,31588478.0
VN30,2013-09-26,545.83,18603600.0
VN30,2013-09-27,545.49,20019930.0
VN30,2013-09-30,551.56,26580710.0
VN30,2013-10-01,549.63,43037330.0
VN30,2013-10-02,552.73,22365070.0
VN30,2013-10-03,549.58,19464450.0
VN30,2013-10-04,552.07,18064390.0
VN30,2013-10-07,557.54,27142384.0
VN30,2013-10-08,558.55,30360787.0
VN30,2013-10-09,556.72,18788830.0
VN30,2013-10-10,551.86,23201490.0
VN30,2013-10-11,552.16,17163830.0
VN30,2013-10-14,551.48,11170280.0
VN30,2013-10-15,553.9,20471050.0
VN30,2013-10-16,557.15,24605210.0
VN30,2013-10-17,557.79,23138830.0
VN30,2013-10-18,559.38,21485580.0
VN30,2013-10-21,561.3,29607830.0
VN30,2013-10-22,560.36,23452100.0
VN30,2013-10-23,565.28,28504050.0
VN30,2013-10-24,562.02,35065341.0
VN30,2013-10-25,560.57,30192660.0
VN30,2013-10-28,555.95,20275540.0
VN30,2013-10-29,556.15,22205330.0
VN30,2013-10-30,557.23,19802330.0
VN30,2013-10-31,555.56,13912020.0
VN30,2013-11-01,554.73,15610554.0
VN30,2013-11-04,554.97,18934750.0
VN30,2013-11-05,557.72,17979878.0
VN30,2013-11-06,561.93,26051500.0
VN30,2013-11-07,559.12,28912300.0
VN30,2013-11-08,556.78,17921460.0
VN30,2013-11-11,559.32,23577120.0
VN30,2013-11-12,555.11,28924099.0
VN30,2013-11-13,553.09,20147340.0
VN30,2013-11-14,555.73,22896750.0
VN30,2013-11-15,559.75,25459490.0
VN30,2013-11-18,565.36,36419976.0
VN30,2013-11-19,564.89,24246110.0
VN30,2013-11-20,566.44,26738900.0
VN30,2013-11-21,563.45,44408034.0
VN30,2013-11-22,566.28,27669116.0
VN30,2013-11-25,567.42,30501597.0
VN30,2013-11-26,568.85,26099160.0
VN30,2013-11-27,568.33,25980238.0
VN30,2013-11-28,570.56,17915305.0
VN30,2013-11-29,569.06,20769700.0
VN30,2013-12-02,568.87,17577511.0
VN30,2013-12-03,571.71,39043230.0
VN30,2013-12-04,570.91,28404770.0
VN30,2013-12-05,569.18,25729920.0
VN30,2013-12-06,570.11,20617600.0
VN30,2013-12-09,573.21,34129990.0
VN30,2013-12-10,572.13,18726370.0
VN30,2013-12-11,565.69,29187900.0
VN30,2013-12-12,567.4,32639990.0
VN30,2013-12-13,566.47,18517680.0
VN30,2013-12-16,560.93,18461180.0
VN30,2013-12-17,565.94,15680770.0
VN30,2013-12-18,566.27,13327670.0
VN30,2013-12-19,565.52,26277040.0
VN30,2013-12-20,560.68,46015640.0
VN30,2013-12-23,565.98,32253257.0
VN30,2013-12-24,562.85,19454190.0
VN30,2013-12-25,561.18,14568370.0
VN30,2013-12-26,562.45,28915888.0
VN30,2013-12-27,562.28,18961240.0
VN30,2013-12-30,556.37,29778420.0
VN30,2013-12-31,562.2,18494064.0
VN30,2014-01-02,562.0,16598804.0
VN30,2014-01-03,562.8,14269778.0
VN30,2014-01-06,566.3,18908710.0
VN30,2014-01-07,568.15,25600750.0
VN30,2014-01-08,573.11,25658050.0
VN30,2014-01-09,577.19,28292900.0
VN30,2014-01-10,576.16,42928940.0
VN30,2014-01-13,576.61,26244854.0
VN30,2014-01-14,580.59,36366022.0
VN30,2014-01-15,583.07,34214775.0
VN30,2014-01-16,589.46,34470550.0
VN30,2014-01-17,605.5,54546360.0
VN30,2014-01-20,620.69,41439419.0
VN30,2014-01-21,634.08,41780209.0
VN30,2014-01-22,626.04,52404605.0
VN30,2014-01-23,626.62,27657710.0
VN30,2014-01-24,627.91,31623740.0
VN30,2014-01-27,624.7,28410180.0
VN30,2014-02-06,626.31,34844750.0
VN30,2014-02-07,622.82,47080630.0
VN30,2014-02-10,631.42,41007880.0
VN30,2014-02-11,627.4,66759605.0
VN30,2014-02-12,637.79,48631680.0
VN30,2014-02-13,641.73,60104800.0
VN30,2014-02-14,641.41,52979490.0
VN30,2014-02-17,638.8,62607760.0
VN30,2014-02-18,645.6,57402640.0
VN30,2014-02-19,650.43,51215870.0
VN30,2014-02-20,638.7,88718350.0
VN30,2014-02-21,639.37,44778040.0
VN30,2014-02-24,648.49,42007340.0
VN30,2014-02-25,661.53,52382610.0
VN30,2014-02-26,667.91,60530852.0
VN30,2014-02-27,662.74,88557092.0
VN30,2014-02-28,663.81,47856567.0
VN30,2014-03-03,643.95,52882470.0
VN30,2014-03-04,638.79,48305210.0
VN30,2014-03-05,645.76,34959360.0
VN30,2014-03-06,648.62,42796750.0
VN30,2014-03-07,651.46,48526240.0
VN30,2014-03-10,655.8,50496830.0
VN30,2014-03-11,661.61,51750016.0
VN30,2014-03-12,663.84,55769820.0
VN30,2014-03-13,669.21,50217918.0
VN30,2014-03-14,668.39,52612890.0
VN30,2014-03-17,672.15,59277290.0
VN30,2014-03-18,673.68,78028720.0
VN30,2014-03-19,681.94,68011960.0
VN30,2014-03-20,676.08,70719960.0
VN30,2014-03-21,679.98,114077740.0
VN30,2014-03-24,689.32,63258780.0
VN30,2014-03-25,682.75,92287170.0
VN30,2014-03-26,664.87,89674510.0
VN30,2014-03-27,669.89,53821180.0
VN30,2014-03-28,676.31,45293720.0
VN30,2014-03-31,670.43,43221220.0
VN30,2014-04-01,660.13,68709519.0
VN30,2014-04-02,658.01,52173783.0
VN30,2014-04-03,664.88,35673320.0
VN30,2014-04-04,667.33,57598710.0
VN30,2014-04-07,672.97,41518200.0
VN30,2014-04-08,672.06,53406348.0
VN30,2014-04-10,670.06,44916097.0
VN30,2014-04-11,665.85,44587760.0
VN30,2014-04-14,661.12,46469000.0
VN30,2014-04-15,647.74,50222720.0
VN30,2014-04-16,634.76,58424665.0
VN30,2014-04-17,642.48,43697040.0
VN30,2014-04-18,621.13,39810080.0
VN30,2014-04-21,613.67,32134910.0
VN30,2014-04-22,630.88,40731570.0
VN30,2014-04-23,629.78,24605680.0
VN30,2014-04-24,629.16,18411429.0
VN30,2014-04-25,636.35,25696280.0
VN30,2014-04-28,628.9,22311840.0
VN30,2014-04-29,632.1,16652730.0
VN30,2014-05-05,614.36,29283031.0
VN30,2014-05-06,605.2,38463970.0
VN30,2014-05-07,609.51,18713600.0
VN30,2014-05-08,575.31,76965300.0
VN30,2014-05-09,587.91,37240570.0
VN30,2014-05-12,563.3,41981908.0
VN30,2014-05-13,560.11,39749641.0
VN30,2014-05-14,581.83,38908900.0
VN30,2014-05-15,575.53,45118330.0
VN30,2014-05-16,581.93,35672964.0
VN30,2014-05-19,589.31,34275270.0
VN30,2014-05-20,590.27,29364380.0
VN30,2014-05-21,596.82,35412680.0
VN30,2014-05-22,592.75,35336520.0
VN30,2014-05-23,594.35,21959930.0
VN30,2014-05-26,596.24,18725670.0
VN30,2014-05-27,605.87,39124780.0
VN30,2014-05-28,614.88,34955110.0
VN30,2014-05-29,615.01,38109190.0
VN30,2014-05-30,618.0,28463540.0
VN30,2014-06-02,610.99,24822924.0
VN30,2014-06-03,612.49,15969180.0
VN30,2014-06-04,603.83,21346837.0
VN30,2014-06-05,601.6,14106760.0
VN30,2014-06-06,608.48,17755870.0
VN30,2014-06-09,610.92,36867040.0
VN30,2014-06-10,608.59,25100050.0
VN30,2014-06-11,615.52,28438730.0
VN30,2014-06-12,616.11,31693300.0
VN30,2014-06-13,617.73,24651670.0
VN30,2014-06-16,618.62,34154270.0
VN30,2014-06-17,620.61,34052930.0
VN30,2014-06-18,618.61,27490455.0
VN30,2014-06-19,613.82,35572230.0
VN30,2014-06-20,607.23,72297680.0
VN30,2014-06-23,609.99,19391870.0
VN30,2014-06-24,612.54,23548580.0
VN30,2014-06-25,618.1,37650500.0
VN30,2014-06-26,619.91,35991540.0
VN30,2014-06-27,616.85,24619600.0
VN30,2014-06-30,615.06,19832593.0
VN30,2014-07-01,617.96,29088188.0
VN30,2014-07-02,620.2,34959502.0
VN30,2014-07-03,627.17,45992016.0
VN30,2014-07-04,631.02,47905512.0
VN30,2014-07-07,636.75,38757450.0
VN30,2014-07-08,636.21,31887390.0
VN30,2014-07-09,636.64,31400950.0
VN30,2014-07-10,628.78,41042080.0
VN30,2014-07-11,627.1,22479941.0
VN30,2014-07-14,632.54,23707150.0
VN30,2014-07-15,636.09,62671250.0
VN30,2014-07-16,637.13,37348700.0
VN30,2014-07-17,636.3,23431017.0
VN30,2014-07-18,645.52,54830350.0
VN30,2014-07-21,645.33,31267710.0
VN30,2014-07-22,641.95,26139070.0
VN30,2014-07-23,640.84,16038882.0
VN30,2014-07-24,646.64,22571950.0
VN30,2014-07-25,641.96,29448108.0
VN30,2014-07-28,630.3,49563110.0
VN30,2014-07-29,633.58,28258930.0
VN30,2014-07-30,629.07,48225460.0
VN30,2014-07-31,637.04,28029670.0
VN30,2014-08-01,635.01,30186693.0
VN30,2014-08-04,638.98,34388810.0
VN30,2014-08-05,643.56,35212020.0
VN30,2014-08-06,644.0,42573283.0
VN30,2014-08-07,644.19,40684260.0
VN30,2014-08-08,641.93,49747580.0
VN30,2014-08-11,638.22,37012500.0
VN30,2014-08-12,639.96,37861347.0
VN30,2014-08-13,645.17,44157220.0
VN30,2014-08-14,649.85,51688055.0
VN30,2014-08-15,645.13,48752269.0
VN30,2014-08-18,647.0,72437060.0
VN30,2014-08-19,645.46,58793082.0
VN30,2014-08-20,645.44,45812020.0
VN30,2014-08-21,649.94,80585280.0
VN30,2014-08-22,654.96,80158750.0
VN30,2014-08-25,661.76,88200394.0
VN30,2014-08-26,668.25,61209830.0
VN30,2014-08-27,667.9,73388500.0
VN30,2014-08-28,668.96,64719770.0
VN30,2014-08-29,676.82,92018350.0
VN30,2014-09-03,678.9,86774060.0
VN30,2014-09-04,678.59,62941041.0
VN30,2014-09-05,677.62,56328108.0
VN30,2014-09-08,678.83,70406392.0
VN30,2014-09-09,664.65,110018302.0
VN30,2014-09-10,666.42,59546120.0
VN30,2014-09-11,665.09,55598660.0
VN30,2014-09-12,669.78,50735150.0
VN30,2014-09-15,668.42,100975760.0
VN30,2014-09-16,666.66,81080390.0
VN30,2014-09-17,665.66,81994170.0
VN30,2014-09-18,659.63,69883410.0
VN30,2014-09-19,654.54,146925190.0
VN30,2014-09-22,653.19,65923748.0
VN30,2014-09-23,658.31,53882256.0
VN30,2014-09-24,655.14,53660269.0
VN30,2014-09-25,653.39,56426240.0
VN30,2014-09-26,649.63,57387200.0
VN30,2014-09-29,642.98,55790948.0
VN30,2014-09-30,644.25,67827302.0
VN30,2014-10-01,655.06,72810585.0
VN30,2014-10-02,659.64,72089190.0
VN30,2014-10-03,659.25,77746089.0
VN30,2014-10-06,662.43,57512850.0
VN30,2014-10-07,659.16,61145750.0
VN30,2014-10-08,658.98,57090200.0
VN30,2014-10-09,657.11,49812310.0
VN30,2014-10-10,651.72,49988205.0
VN30,2014-10-13,651.07,44170646.0
VN30,2014-10-14,641.13,38194800.0
VN30,2014-10-15,641.63,43882610.0
VN30,2014-10-16,623.76,71592840.0
VN30,2014-10-17,624.77,63303150.0
VN30,2014-10-20,628.09,36053010.0
VN30,2014-10-21,633.81,32169210.0
VN30,2014-10-22,637.85,43680320.0
VN30,2014-10-23,630.84,66977948.0
VN30,2014-10-24,629.52,32082660.0
VN30,2014-10-27,615.15,42590092.0
VN30,2014-10-28,618.99,59107719.0
VN30,2014-10-29,628.1,45989216.0
VN30,2014-10-30,627.21,36336140.0
VN30,2014-10-31,638.78,53796420.0
VN30,2014-11-03,644.64,44335553.0
VN30,2014-11-04,639.91,35112410.0
VN30,2014-11-05,637.68,63197060.0
VN30,2014-11-06,637.56,26582600.0
VN30,2014-11-07,642.77,55030870.0
VN30,2014-11-10,642.9,56584730.0
VN30,2014-11-11,642.02,61305688.0
VN30,2014-11-12,641.89,46385010.0
VN30,2014-11-13,638.87,61162710.0
VN30,2014-11-14,637.9,66774648.0
VN30,2014-11-17,637.21,40445070.0
VN30,2014-11-18,627.84,56107291.0
VN30,2014-11-19,623.66,82821550.0
VN30,2014-11-20,628.8,79453310.0
VN30,2014-11-21,623.74,68964230.0
VN30,2014-11-24,616.39,50464120.0
VN30,2014-11-25,623.23,46883529.0
VN30,2014-11-26,616.48,72437324.0
VN30,2014-11-27,615.57,57185748.0
VN30,2014-11-28,611.15,53683770.0
VN30,2014-12-01,614.44,55425058.0
VN30,2014-12-02,613.57,47479621.0
VN30,2014-12-03,619.29,48781330.0
VN30,2014-12-04,624.31,45310750.0
VN30,2014-12-05,624.67,38461100.0
VN30,2014-12-08,619.87,46869143.0
VN30,2014-12-09,603.85,87421990.0
VN30,2014-12-10,610.81,50248789.0
VN30,2014-12-11,604.8,41755226.0
VN30,2014-12-12,609.33,32071210.0
VN30,2014-12-15,603.92,35623570.0
VN30,2014-12-16,591.78,59284638.0
VN30,2014-12-17,569.71,76587550.0
VN30,2014-12-18,578.88,55330530.0
VN30,2014-12-19,570.61,128797420.0
VN30,2014-12-22,587.56,52317617.0
VN30,2014-12-23,589.61,68422359.0
VN30,2014-12-24,591.19,32382730.0
VN30,2014-12-25,585.19,43533043.0
VN30,2014-12-26,582.45,49195756.0
VN30,2014-12-29,583.36,55739490.0
VN30,2014-12-30,591.18,39986549.0
VN30,2014-12-31,601.66,62140540.0
VN30,2015-01-05,599.69,52052371.0
VN30,2015-01-06,606.37,57176551.0
VN30,2015-01-07,607.65,53995280.0
VN30,2015-01-08,606.85,36922317.0
VN30,2015-01-09,618.41,56993397.0
VN30,2015-01-12,615.73,81434802.0
VN30,2015-01-13,619.39,48778150.0
VN30,2015-01-14,616.84,48366670.0
VN30,2015-01-15,617.62,56436489.0
VN30,2015-01-16,614.72,46384030.0
VN30,2015-01-19,611.64,37871790.0
VN30,2015-01-20,609.19,31179990.0
VN30,2015-01-21,606.53,33013220.0
VN30,2015-01-22,610.31,37376271.0
VN30,2015-01-23,615.16,104393833.0
VN30,2015-01-26,612.64,33649130.0
VN30,2015-01-27,609.98,56866870.0
VN30,2015-01-28,613.53,43404800.0
VN30,2015-01-29,613.9,40355329.0
VN30,2015-01-30,606.54,34096980.0
VN30,2015-02-02,598.46,44364758.0
VN30,2015-02-03,585.47,39455200.0
VN30,2015-02-04,588.83,46468730.0
VN30,2015-02-05,591.28,31945500.0
VN30,2015-02-06,595.69,24728420.0
VN30,2015-02-09,594.77,29376660.0
VN30,2015-02-10,595.53,26402935.0
VN30,2015-02-11,607.33,37316250.0
VN30,2015-02-12,613.36,38099420.0
VN30,2015-02-13,617.2,30585560.0
VN30,2015-02-24,624.17,28007509.0
VN30,2015-02-25,619.44,38759426.0
VN30,2015-02-26,623.84,46971800.0
VN30,2015-02-27,618.39,31762152.0
VN30,2015-03-02,617.05,42235614.0
VN30,2015-03-03,627.27,48260060.0
VN30,2015-03-04,629.69,39679750.0
VN30,2015-03-05,625.25,51035590.0
VN30,2015-03-06,622.75,39133200.0
VN30,2015-03-09,620.88,38691290.0
VN30,2015-03-10,621.1,54405220.0
VN30,2015-03-11,619.27,37286528.0
VN30,2015-03-12,620.24,37183790.0
VN30,2015-03-13,616.94,52540250.0
VN30,2015-03-16,610.63,52751850.0
VN30,2015-03-17,611.24,45739240.0
VN30,2015-03-18,607.18,43599400.0
VN30,2015-03-19,601.31,41174070.0
VN30,2015-03-20,603.76,107602830.0
VN30,2015-03-23,598.07,48070780.0
VN30,2015-03-24,593.8,36677020.0
VN30,2015-03-25,590.17,38819740.0
VN30,2015-03-26,586.7,32787940.0
VN30,2015-03-27,583.02,36945370.0
VN30,2015-03-30,576.6,53349877.0
VN30,2015-03-31,579.97,40452277.0
VN30,2015-04-01,569.48,58509230.0
VN30,2015-04-02,576.13,36448120.0
VN30,2015-04-03,577.66,30733150.0
VN30,2015-04-06,572.71,27748820.0
VN30,2015-04-07,577.69,42703600.0
VN30,2015-04-08,575.94,28399319.0
VN30,2015-04-09,578.35,31837030.0
VN30,2015-04-10,583.34,39868005.0
VN30,2015-04-13,589.77,27691921.0
VN30,2015-04-14,587.24,20617490.0
VN30,2015-04-15,590.78,34781940.0
VN30,2015-04-16,595.09,38170360.0
VN30,2015-04-17,599.12,46620450.0
VN30,2015-04-20,595.82,22263060.0
VN30,2015-04-21,593.67,32462890.0
VN30,2015-04-22,594.0,26928180.0
VN30,2015-04-23,592.71,28110475.0
VN30,2015-04-24,596.1,19418650.0
VN30,2015-04-27,593.15,21521860.0
VN30,2015-05-04,576.52,44662226.0
VN30,2015-05-05,585.45,53614028.0
VN30,2015-05-06,579.39,32496318.0
VN30,2015-05-07,582.4,22656850.0
VN30,2015-05-08,582.91,27553400.0
VN30,2015-05-11,579.41,61514344.0
VN30,2015-05-12,571.0,33445097.0
VN30,2015-05-13,569.28,38296050.0
VN30,2015-05-14,569.89,25416670.0
VN30,2015-05-15,561.87,27175310.0
VN30,2015-05-18,552.9,49470490.0
VN30,2015-05-19,556.44,35127225.0
VN30,2015-05-20,572.34,58433910.0
VN30,2015-05-21,578.64,58828556.0
VN30,2015-05-22,586.58,49160080.0
VN30,2015-05-25,588.36,45173740.0
VN30,2015-05-26,591.13,56984460.0
VN30,2015-05-27,589.82,48777660.0
VN30,2015-05-28,594.27,70051560.0
VN30,2015-05-29,589.32,60265880.0
VN30,2015-06-01,593.61,51516110.0
VN30,2015-06-02,588.63,53552304.0
VN30,2015-06-03,585.6,68417670.0
VN30,2015-06-04,587.48,45383228.0
VN30,2015-06-05,592.22,65705270.0
VN30,2015-06-08,594.51,88890014.0
VN30,2015-06-09,593.36,69897660.0
VN30,2015-06-10,595.06,57043775.0
VN30,2015-06-11,601.4,81156790.0
VN30,2015-06-12,604.29,67466970.0
VN30,2015-06-15,604.53,78597710.0
VN30,2015-06-16,600.92,80508135.0
VN30,2015-06-17,598.25,59232600.0
VN30,2015-06-18,600.45,48173010.0
VN30,2015-06-19,603.26,132321640.0
VN30,2015-06-22,615.1,94822531.0
VN30,2015-06-23,614.42,63822110.0
VN30,2015-06-24,610.73,65710616.0
VN30,2015-06-25,609.49,47466360.0
VN30,2015-06-26,608.92,85781415.0
VN30,2015-06-29,620.22,61655895.0
VN30,2015-06-30,622.43,69063047.0
VN30,2015-07-01,622.91,51768509.0
VN30,2015-07-02,633.28,54655390.0
VN30,2015-07-03,639.87,68857340.0
VN30,2015-07-06,649.54,70037880.0
VN30,2015-07-07,653.27,70769000.0
VN30,2015-07-08,645.67,95709811.0
VN30,2015-07-09,646.58,58274548.0
VN30,2015-07-10,648.73,75448701.0
VN30,2015-07-13,652.28,56491900.0
VN30,2015-07-14,658.28,61007600.0
VN30,2015-07-15,651.45,50253430.0
VN30,2015-07-16,649.06,53169440.0
VN30,2015-07-17,651.03,44063040.0
VN30,2015-07-20,644.19,42903940.0
VN30,2015-07-21,641.45,37899050.0
VN30,2015-07-22,655.06,47490826.0
VN30,2015-07-23,655.74,47847290.0
VN30,2015-07-24,657.97,45346655.0
VN30,2015-07-27,665.66,57498100.0
VN30,2015-07-28,659.6,74932280.0
VN30,2015-07-29,651.21,55447190.0
VN30,2015-07-30,651.7,40471490.0
VN30,2015-07-31,647.36,42971910.0
VN30,2015-08-03,636.92,66788720.0
VN30,2015-08-04,631.27,33725180.0
VN30,2015-08-05,639.33,40522756.0
VN30,2015-08-06,633.53,41397030.0
VN30,2015-08-07,638.4,39741280.0
VN30,2015-08-10,649.99,37035910.0
VN30,2015-08-11,643.42,58427216.0
VN30,2015-08-12,632.9,46752290.0
VN30,2015-08-13,622.83,57536164.0
VN30,2015-08-14,618.94,41633300.0
VN30,2015-08-17,607.44,52452880.0
VN30,2015-08-18,611.8,44606730.0
VN30,2015-08-19,608.91,43159660.0
VN30,2015-08-20,598.22,48728215.0
VN30,2015-08-21,587.83,93320490.0
VN30,2015-08-24,558.92,89493910.0
VN30,2015-08-25,561.0,75509417.0
VN30,2015-08-26,574.88,62972170.0
VN30,2015-08-27,581.51,57046610.0
VN30,2015-08-28,597.81,76084285.0
VN30,2015-08-31,586.23,57575427.0
VN30,2015-09-01,583.61,43397960.0
VN30,2015-09-03,575.58,36952720.0
VN30,2015-09-04,578.78,23533890.0
VN30,2015-09-07,574.09,30171233.0
VN30,2015-09-08,583.35,47957288.0
VN30,2015-09-09,587.69,31878200.0
VN30,2015-09-10,588.54,24364950.0
